Ano base,UF,Classe Substancia Mineral,Substancia Mineral,Quantidade (litros) Garrafao,Quantidade (litros) Garrafa Plastica,Quantidade (litros) Garrafa de Vidro,Quantidade (litros) Copo,Quantidade (litros) Outras Embalagens,Valor (R$) Garrafao,Valor (R$) Garrafa Plastica,Valor (R$) Garrafa de Vidro,Valor (R$) Copo,Valor (R$) Outras Embalagens,Quantidade (litros) Composiçao Produtos Industrializados,Valor (R$) Composiçao Produtos Industrializados,Unidade de Medida
2023,SP,Água,Água,2280906592,1252512308,"12450667,78","20901420,15","56894819,19","433713853,3",1689757919,"52752974,64","43941538,5","54867798,54","18998555,22","16566799,93",l
2023,TO,Água,Água,"48153002,82","5773267,5",0,"530437,6",0,"45244483,12","5955505,37",0,833280,0,0,0,l
2024,AC,Água,Água,43604872,4742401,0,"56582,4",0,"6365637,33","2458553,67",0,48320,0,0,0,l
2024,AL,Água,Água,308359630,"111864297,6",0,"470216,46",0,"28456609,04","193515962,3",0,"1015894,07",0,0,0,l
2024,AM,Água,Água,"295999622,5","68240689,85",0,"1649823,6",0,"41369093,96","66569274,51",0,"3148152,57",0,"42159030,05","7655545,5",l
2024,AP,Água,Água,"79160358,47","1719750,18",0,"8365,77",0,"6059985,21","4073630,43",0,"123395,18",0,0,0,l
2024,BA,Água,Água,"896130010,8","319936155,5",0,"6618159,6",1033310,"84700897,53","351857839,2",0,"8747511,23","932255,22","74038166,08","100243957,2",l
2024,CE,Água,Água,"658365897,7","75004979,12",0,"1400525,57",132624,"180976191,3","128094521,7",0,"3559299,46","169275,53","81294656,94","150515302,5",l
2024,DF,Água,Água,"49481314,38","20036883,39",0,"1219365,66",0,"7082507,02","32043488,7",0,"2241978,02",0,"22443301,28","2223025,54",l
2024,ES,Água,Água,162621070,"41878793,42",389538,1046123,31310820,"22792445,57","73545288,34","3498468,78","2600593,84","626216,4",0,0,l
2024,GO,Água,Água,"189944616,1","125019484,4",0,"1743929,4",62022,"50650268,45","142814232,6",0,"3948493,64","326811,5","54990622,1","2864557,4",l
2024,MA,Água,Água,231862626,"27662941,16",0,"967967,6",0,"27922976,57","37762345,92",0,"2515889,98",0,0,0,l
2024,MG,Água,Água,"606719986,5","233999380,8","9849171,79","4285872,2","5706047,4","106353925,7","353440635,4","5046128,21","10156510,92","6951610,38","5581319,75","847398,36",l
2024,MS,Água,Água,47270037,"25626902,98",0,"1741124,8",1911765,"14034106,91","47540452,07",0,"4533349,24","2293873,01","18650512,67","883805,64",l
2024,MT,Água,Água,"500873018,3","85760949,69",0,"5292827,34",0,"110137386,3","161185427,5",0,"11303601,45",0,0,0,l
2024,PA,Água,Água,"372260713,3","47561572,35",0,"2296964,54",0,"40585874,58","48311484,61",0,"6635231,76",0,0,0,l
2024,PB,Água,Água,"287759439,8","61650420,64","76467,6","2642746,33","86496,72","23017655,73","71138673,45",144825,"4310361,71","267978,83",120774681,"191454032,8",l
2024,PE,Água,Água,1382842908,"116002060,9","279498,6","2146150,51",0,"197425482,6","95759058,62","900108,61","3524555,44",0,"61643260,96","4931460,89",l
2024,PI,Água,Água,"51805085,4","9606030,34",0,"397676,8",89120,"12809106,53","23650175,03",0,"1705495,57","112954,56",0,0,l
2024,PR,Água,Água,"189194712,4","193304012,4",0,"6649130,91",0,"58416747,24","281956694,1",0,"13327186,59",0,"98423115,2","10868278,38",l
2024,RJ,Água,Água,574084513,"510866931,6",0,"4785398,2",12741544,"73112658,28","181319272,9",0,"11232258,06","437776,78",0,0,l
2024,RN,Água,Água,"496254616,7","62657223,21","160346,45","1511934,15",0,"49538399,92","88135998,6","178162,7","4312165,09",0,0,0,l
2024,RO,Água,Água,193608582,"24796321,41",0,"911006,4",0,"39374399,74","46358468,16",0,"2106153,88",0,0,0,l
2024,RR,Água,Água,11834460,"6047449,46",0,263300,0,"3384245,26","10760095,74",0,"642377,34",0,0,0,l
2024,RS,Água,Água,"267079759,8","442741849,4",36,"2853057,24","208076,4","117059691,9","649807082,3",480,"5402855,35","1127305,67",5960224754,"5909207,57",l
2024,SC,Água,Água,"381638724,8","208666901,5",508860,"4180350,4",0,"105546432,7","275166740,8","1004897,5","8818141,97",0,244379000,"2114110,7",l
2024,SE,Água,Água,333407930,"42890101,72",0,"2908658,24",26760,"58083296,07","47819157,1",0,"5028840,39","4549,2","9160727,61","2871522,88",l
2024,SP,Água,Água,2231856332,4081037301,"23388192,61","21732438,12","22840812,88","439949644,8",2035706229,"98963659,89","50266761,68","73555659,7","45949897,97","332085449,4",l
2024,TO,Água,Água,"60347623,85","7824872,29",0,"790933,6","17975,89","10066020,8","9892822,43",0,"1348217,72",19563,0,0,l
